,zurich,penumbra,compactness,x_ray_class,association
2002-03-30 12:45:00,E,K,I,M,associated
2002-03-31 10:39:00,E,K,I,M,associated
2002-04-09 00:38:00,D,K,O,M,associated
2002-04-10 12:23:00,D,A,O,M,associated
2002-04-10 12:23:00,E,A,C,M,associated
2002-04-14 23:34:00,C,K,I,M,associated
2002-04-15 03:05:00,E,K,O,M,associated
2002-04-15 23:05:00,E,A,I,M,associated
2002-04-17 07:46:00,E,K,I,M,associated
2002-04-24 21:46:00,D,A,O,M,associated
2002-05-11 11:21:00,D,A,I,M,associated
2002-05-15 08:00:00,E,K,O,M,associated
2002-05-20 10:14:00,E,A,O,M,associated
2002-05-20 10:49:00,E,A,O,M,associated
2002-05-21 21:20:00,C,A,O,M,associated
2002-06-01 03:50:00,E,K,I,M,associated
2002-06-01 10:44:00,D,A,O,M,associated
2002-07-02 20:19:00,E,K,I,M,associated
2002-07-03 02:08:00,E,K,O,X,associated
2002-07-03 20:00:00,D,A,C,M,associated
2002-07-04 07:27:00,E,K,I,M,associated
2002-07-05 13:10:00,H,S,X,M,associated
2002-07-15 19:59:00,F,K,C,X,associated
2002-07-15 21:03:00,F,K,C,M,associated
2002-07-18 03:22:00,F,K,C,M,associated
2002-07-18 07:24:00,F,K,C,X,associated
2002-07-23 00:18:00,F,K,C,X,associated
2002-07-26 00:04:00,E,A,I,M,associated
2002-07-26 20:51:00,F,K,I,M,associated
2002-07-26 22:36:00,F,K,I,M,associated
2002-07-28 00:18:00,F,K,I,M,associated
2002-08-05 21:14:00,H,A,X,M,associated
2002-08-07 01:18:00,E,A,I,M,associated
2002-08-13 18:52:00,E,H,C,M,associated
2002-08-15 23:23:00,D,A,O,M,associated
2002-08-16 22:07:00,E,K,C,M,associated
2002-08-16 23:29:00,E,K,C,M,associated
2002-08-17 20:39:00,E,H,C,M,associated
2002-08-18 09:54:00,E,K,C,M,associated
2002-08-18 21:12:00,E,K,C,M,associated
2002-08-19 10:28:00,F,K,C,M,associated
2002-08-19 20:56:00,E,K,C,M,associated
2002-08-20 08:22:00,F,K,C,M,associated
2002-08-20 20:53:00,D,H,O,M,associated
2002-08-21 05:28:00,E,K,C,X,associated
2002-08-22 01:47:00,E,K,C,M,associated
2002-08-23 05:31:00,D,K,O,M,associated
2002-08-23 08:00:00,C,K,O,M,associated
2002-08-23 11:56:00,C,K,O,M,associated
2002-08-23 13:05:00,D,K,O,M,associated
2002-08-23 20:09:00,E,A,O,M,associated
2002-08-24 05:38:00,C,K,O,M,associated
2002-08-26 00:39:00,H,A,X,M,associated
2002-08-29 12:42:00,E,A,O,M,associated
2002-08-30 12:47:00,F,K,I,X,associated
2002-09-08 01:35:00,D,K,O,M,associated
2002-09-11 07:26:00,F,K,O,M,associated
2002-09-16 03:06:00,D,A,O,M,associated
2002-09-20 09:21:00,D,A,O,M,associated
2002-09-27 12:59:00,E,A,C,M,associated
2002-09-27 19:33:00,D,A,I,M,associated
2002-09-29 06:32:00,E,A,I,M,associated
2002-09-30 01:42:00,D,A,I,M,associated
2002-10-03 02:15:00,D,A,O,M,associated
2002-10-04 00:39:00,D,S,I,M,associated
2002-10-04 05:34:00,E,S,I,M,associated
2002-10-04 10:54:00,E,S,I,M,associated
2002-10-04 12:43:00,E,K,C,M,associated
2002-10-04 22:32:00,D,K,I,M,associated
2002-10-05 20:42:00,D,K,I,M,associated
2002-10-06 11:49:00,E,K,I,M,associated
2002-10-13 23:42:00,H,S,X,M,associated
2002-10-20 03:31:00,F,H,I,M,associated
2002-10-20 05:01:00,F,S,O,M,associated
2002-10-20 14:21:00,E,A,I,M,associated
2002-10-28 12:00:00,F,K,I,M,associated
2002-10-29 03:01:00,F,H,I,M,associated
2002-10-31 09:18:00,D,S,O,M,associated
2002-11-03 13:41:00,D,K,I,M,associated
2002-11-09 13:08:00,F,K,C,M,associated
2002-11-11 07:25:00,E,K,I,M,associated
2002-11-12 18:41:00,D,A,O,M,associated
2002-11-17 14:39:00,F,K,I,M,associated
2002-12-04 22:41:00,C,S,O,M,associated
2002-12-16 11:07:00,D,R,O,M,associated
2002-12-16 22:45:00,E,A,I,M,associated
2002-12-16 23:33:00,D,S,I,M,associated
2002-12-17 22:57:00,F,K,C,M,associated
2002-12-19 21:34:00,E,A,O,M,associated
2002-12-20 13:13:00,F,K,C,M,associated
2003-01-07 07:29:00,C,S,O,M,associated
2003-01-07 23:25:00,H,A,X,M,associated
2003-01-22 04:35:00,D,S,O,M,associated
2003-01-23 12:28:00,E,A,O,M,associated
2003-02-01 08:48:00,D,S,O,M,associated
2003-03-18 00:30:00,E,K,I,M,associated
2003-03-18 05:51:00,E,K,I,M,associated
2003-03-18 11:51:00,E,K,I,X,associated
2003-03-19 06:36:00,E,K,I,M,associated
2003-03-19 09:34:00,E,K,I,M,associated
2003-03-19 13:25:00,E,K,C,M,associated
2003-03-20 11:25:00,E,A,O,M,associated
2003-04-04 19:05:00,D,A,I,M,associated
2003-04-18 19:50:00,H,K,X,M,associated
2003-04-21 12:54:00,D,A,I,M,associated
2003-04-24 12:45:00,E,A,C,M,associated
2003-04-26 08:01:00,E,A,I,M,associated
2003-04-26 23:37:00,D,A,I,M,associated
2003-05-02 02:47:00,D,A,O,M,associated
2003-05-26 05:34:00,D,A,I,M,associated
2003-05-27 02:40:00,D,K,C,M,associated
2003-05-27 05:06:00,D,K,C,M,associated
2003-05-27 22:56:00,D,K,I,X,associated
2003-05-29 00:51:00,D,K,I,X,associated
2003-05-29 02:09:00,A,X,X,M,associated
2003-05-29 02:09:00,C,A,O,M,associated
2003-05-31 02:13:00,D,K,I,M,associated
2003-06-01 12:39:00,D,A,O,M,associated
2003-06-02 00:07:00,A,X,X,M,associated
2003-06-06 23:31:00,E,K,I,M,associated
2003-06-09 21:31:00,F,K,C,X,associated
2003-06-09 22:19:00,F,K,C,M,associated
2003-06-10 02:48:00,F,K,I,M,associated
2003-06-10 08:34:00,F,K,C,M,associated
2003-06-10 10:55:00,F,K,C,M,associated
2003-06-10 12:44:00,F,K,C,M,associated
2003-06-10 14:08:00,F,K,C,M,associated
2003-06-10 22:04:00,F,K,C,M,associated
2003-06-10 23:19:00,F,K,C,X,associated
2003-06-11 03:01:00,F,K,C,M,associated
2003-06-11 10:28:00,F,K,C,M,associated
2003-06-11 10:51:00,F,K,C,M,associated
2003-06-11 13:09:00,F,K,C,M,associated
2003-06-11 20:01:00,F,K,C,X,associated
2003-06-11 21:41:00,F,K,C,M,associated
2003-06-12 01:04:00,F,K,C,M,associated
2003-06-12 13:58:00,F,K,C,M,associated
2003-06-13 04:31:00,E,S,C,M,associated
2003-06-15 23:25:00,D,A,O,X,associated
2003-06-16 02:44:00,H,S,X,M,associated
2003-06-16 11:52:00,D,A,O,M,associated
2003-06-17 22:27:00,D,A,O,M,associated
2003-07-06 00:06:00,E,A,I,M,associated
2003-07-09 21:59:00,F,A,I,M,associated
2003-07-29 01:28:00,D,A,O,M,associated
2003-07-30 04:04:00,D,S,I,M,associated
2003-08-02 23:41:00,D,K,I,M,associated
2003-08-05 12:43:00,E,K,I,M,associated
2003-08-19 09:45:00,E,A,I,M,associated
2003-10-01 04:44:00,F,H,I,M,associated
2003-10-04 15:42:00,E,A,C,M,associated
2003-10-19 19:21:00,D,K,C,M,associated
2003-10-20 06:45:00,E,K,I,M,associated
2003-10-22 15:06:00,E,K,C,M,associated
2003-10-22 15:57:00,E,K,C,M,associated
2003-10-22 21:56:00,E,K,I,M,associated
2003-10-23 02:35:00,D,K,C,M,associated
2003-10-23 08:19:00,E,K,O,X,associated
2003-10-23 10:49:00,E,K,C,M,associated
2003-10-23 19:50:00,E,K,C,X,associated
2003-10-24 18:42:00,F,K,C,M,associated
2003-10-24 21:35:00,D,K,C,M,associated
2003-10-25 04:17:00,F,K,I,M,associated
2003-10-25 05:44:00,E,K,C,M,associated
2003-10-25 10:26:00,D,K,C,M,associated
2003-10-26 14:15:00,E,K,C,M,associated
2003-10-26 21:34:00,D,K,C,M,associated
2003-10-27 07:51:00,E,K,C,M,associated
2003-10-27 09:21:00,F,K,C,M,associated
2003-10-27 12:27:00,F,K,C,M,associated
2003-10-27 21:46:00,D,K,C,M,associated
2003-10-29 00:26:00,F,K,C,M,associated
2003-10-29 20:37:00,F,K,C,X,associated
2003-10-30 01:56:00,F,K,C,M,associated
2003-10-31 06:08:00,F,K,C,M,associated
2003-11-01 08:39:00,F,K,I,M,associated
2003-11-01 22:26:00,F,K,C,M,associated
2003-11-02 12:30:00,F,K,C,M,associated
2003-11-03 09:43:00,F,K,I,X,associated
2003-11-04 13:43:00,E,K,C,M,associated
2003-11-13 04:54:00,F,S,O,M,associated
2003-11-18 01:34:00,D,H,I,M,associated
2003-11-19 03:55:00,D,K,O,M,associated
2003-11-20 23:42:00,D,K,I,M,associated
2004-01-07 03:43:00,C,S,O,M,associated
2004-01-07 10:14:00,C,S,O,M,associated
2004-01-08 04:53:00,D,A,O,M,associated
2004-01-09 01:13:00,C,A,O,M,associated
2004-01-09 01:33:00,C,A,O,M,associated
2004-01-18 00:07:00,E,S,O,M,associated
2004-01-19 12:30:00,F,K,O,M,associated
2004-01-20 07:29:00,E,S,I,M,associated
2004-02-08 20:24:00,D,S,O,M,associated
2004-02-26 22:14:00,D,K,C,M,associated
2004-03-06 12:08:00,C,K,O,M,associated
2004-03-18 05:08:00,D,S,O,M,associated
2004-03-18 22:26:00,C,A,O,M,associated
2004-03-24 23:14:00,H,S,X,M,associated
2004-03-25 04:29:00,H,S,X,M,associated
2004-04-05 05:37:00,D,S,I,M,associated
2004-04-06 12:30:00,D,A,I,M,associated
2004-04-22 02:03:00,E,K,O,M,associated
2004-05-21 23:35:00,F,A,C,M,associated
2004-06-13 11:27:00,D,A,O,M,associated
2004-07-13 00:09:00,D,A,I,M,associated
2004-07-13 08:40:00,D,A,I,M,associated
2004-07-13 11:59:00,F,A,C,M,associated
2004-07-13 19:24:00,D,A,C,M,associated
2004-07-14 05:02:00,D,S,I,M,associated
2004-07-15 01:30:00,F,S,C,X,associated
2004-07-16 01:43:00,E,S,I,X,associated
2004-07-16 10:32:00,F,K,I,X,associated
2004-07-16 13:49:00,F,K,I,X,associated
2004-07-17 21:24:00,E,A,I,M,associated
2004-07-17 22:54:00,E,A,I,M,associated
2004-07-18 00:05:00,E,A,I,M,associated
2004-07-18 02:51:00,F,A,I,M,associated
2004-07-20 12:22:00,F,K,C,M,associated
2004-07-22 00:14:00,F,K,C,M,associated
2004-07-25 05:39:00,F,K,C,M,associated
2004-07-25 06:30:00,F,K,C,M,associated
2004-07-25 13:37:00,F,K,C,M,associated
2004-07-25 14:19:00,F,K,C,M,associated
2004-07-26 05:36:00,F,K,C,M,associated
2004-07-26 23:46:00,F,K,C,M,associated
2004-07-28 23:45:00,E,A,I,M,associated
2004-08-12 04:38:00,F,K,C,M,associated
2004-08-13 12:02:00,F,K,C,M,associated
2004-08-13 23:14:00,F,K,C,M,associated
2004-08-13 23:46:00,F,K,C,M,associated
2004-08-14 04:10:00,F,K,C,M,associated
2004-08-14 05:36:00,F,K,C,M,associated
2004-08-14 20:09:00,F,H,C,M,associated
2004-08-15 04:45:00,F,H,C,M,associated
2004-08-15 12:34:00,F,K,C,M,associated
2004-08-16 03:31:00,F,H,C,M,associated
2004-08-16 22:29:00,F,K,I,M,associated
2004-08-17 04:59:00,F,A,C,M,associated
2004-08-17 19:26:00,E,A,O,M,associated
2004-08-17 21:12:00,E,A,O,M,associated
2004-08-17 22:12:00,E,A,O,M,associated
2004-08-18 17:29:00,H,A,X,X,associated
2004-08-31 05:24:00,C,S,O,M,associated
2004-09-12 00:04:00,D,A,I,M,associated
2004-09-12 01:36:00,C,S,O,M,associated
2004-10-20 10:43:00,D,A,O,M,associated
2004-10-22 07:52:00,E,A,O,M,associated
2004-10-24 20:17:00,E,A,I,M,associated
2004-10-30 09:09:00,C,A,O,M,associated
2004-10-30 11:38:00,C,A,O,X,associated
2004-10-30 16:18:00,F,K,I,M,associated
2004-11-04 21:42:00,D,K,C,M,associated
2004-11-04 22:53:00,D,K,C,M,associated
2004-11-05 19:10:00,D,K,C,M,associated
2004-11-06 00:11:00,E,K,O,M,associated
2004-11-06 00:44:00,E,K,O,M,associated
2004-11-06 01:40:00,E,K,O,M,associated
2004-11-06 19:38:00,E,K,O,M,associated
2004-11-10 01:59:00,E,H,I,X,associated
2004-12-02 23:44:00,C,S,O,M,associated
2004-12-29 15:57:00,D,K,C,M,associated
2004-12-29 19:10:00,B,X,O,M,associated
2004-12-30 10:34:00,D,K,C,M,associated
2004-12-30 22:02:00,D,A,I,M,associated
2004-12-31 14:38:00,D,A,C,M,associated
2005-01-01 00:01:00,D,S,C,X,associated
2005-01-09 08:25:00,A,X,X,M,associated
2005-01-14 21:08:00,D,H,C,M,associated
2005-01-15 04:09:00,D,K,C,M,associated
2005-01-15 04:26:00,D,K,C,M,associated
2005-01-15 05:54:00,D,K,C,M,associated
2005-01-15 11:41:00,E,K,C,M,associated
2005-01-15 11:41:00,A,X,X,M,associated
2005-01-15 14:08:00,F,K,I,M,associated
2005-01-15 22:01:00,E,K,C,M,associated
2005-01-15 22:25:00,E,K,C,X,associated
2005-01-17 06:59:00,E,K,C,X,associated
2005-01-18 11:23:00,F,K,C,M,associated
2005-01-19 10:19:00,E,K,C,M,associated
2005-01-20 06:36:00,F,K,I,X,associated
2005-01-21 10:10:00,D,K,C,M,associated
2005-05-06 11:11:00,D,A,C,M,associated
2005-05-10 05:03:00,D,K,I,M,associated
2005-05-11 06:11:00,E,K,C,M,associated
2005-05-15 22:27:00,D,A,O,M,associated
2005-05-16 02:33:00,E,A,I,M,associated
2005-05-16 08:56:00,E,A,C,M,associated
2005-05-17 02:31:00,E,A,I,M,associated
2005-06-01 02:36:00,D,S,O,M,associated
2005-06-03 04:03:00,D,A,O,M,associated
2005-07-12 22:35:00,E,K,C,M,associated
2005-07-13 02:35:00,D,K,O,M,associated
2005-07-13 12:03:00,D,K,O,M,associated
2005-07-13 19:02:00,D,K,O,M,associated
2005-07-13 21:49:00,D,K,O,M,associated
2005-07-16 03:27:00,D,A,O,M,associated
2005-07-28 21:39:00,D,A,I,M,associated
2005-07-31 12:15:00,D,K,C,M,associated
2005-08-01 13:00:00,E,H,I,M,associated
2005-08-03 04:54:00,D,S,O,M,associated
2005-08-22 00:44:00,D,K,C,M,associated
2005-08-23 14:19:00,D,K,C,M,associated
2005-08-25 04:31:00,E,S,I,M,associated
2005-08-28 10:17:00,D,S,I,M,associated
2005-09-07 17:17:00,D,K,I,X,associated
2005-09-08 20:52:00,F,K,C,X,associated
2005-09-09 02:08:00,F,K,C,M,associated
2005-09-09 02:43:00,F,K,C,X,associated
2005-09-09 04:46:00,F,K,C,M,associated
2005-09-09 05:32:00,F,K,C,M,associated
2005-09-09 09:42:00,F,K,C,X,associated
2005-09-10 06:06:00,E,K,C,M,associated
2005-09-10 16:34:00,D,K,C,X,associated
2005-09-10 21:30:00,E,K,O,X,associated
2005-09-11 02:29:00,E,K,I,M,associated
2005-09-11 12:44:00,E,K,C,M,associated
2005-09-12 06:56:00,E,K,O,M,associated
2005-09-12 08:37:00,F,K,C,M,associated
2005-09-12 20:05:00,E,K,C,M,associated
2005-09-15 18:55:00,E,K,C,M,associated
2005-09-16 01:41:00,F,K,C,M,associated
2005-09-16 19:18:00,E,K,C,M,associated
2005-09-17 05:58:00,E,K,C,M,associated
2005-11-14 04:16:00,E,H,I,M,associated
2005-11-14 21:53:00,E,K,C,M,associated
2005-11-18 00:24:00,F,K,I,M,associated
2005-12-02 02:42:00,E,H,C,M,associated
2005-12-02 10:05:00,E,K,C,M,associated
2006-12-05 07:45:00,H,H,X,M,associated
2006-12-05 10:18:00,D,K,O,X,associated
2006-12-06 01:30:00,D,K,C,M,associated
2006-12-06 08:02:00,C,K,O,M,associated
2006-12-06 18:29:00,E,H,I,X,associated
2006-12-06 20:14:00,E,H,I,M,associated
2006-12-14 21:07:00,D,K,I,X,associated
2007-06-01 06:46:00,D,S,O,M,associated
2007-06-01 14:35:00,D,K,I,M,associated
2007-06-01 21:40:00,E,K,C,M,associated
2007-06-02 05:25:00,E,A,O,M,associated
2007-06-09 13:30:00,D,A,O,M,associated
2010-11-04 23:30:00,A,X,X,M,associated
2010-11-05 12:43:00,C,R,O,M,associated
2011-02-09 01:23:00,D,S,O,M,associated
2011-02-16 07:35:00,D,S,I,M,associated
2011-02-16 14:19:00,E,K,C,M,associated
2011-02-18 12:59:00,D,A,I,M,associated
2011-02-18 14:00:00,D,A,I,M,associated
2011-02-28 12:38:00,E,H,C,M,associated
2011-03-07 05:00:00,E,K,C,M,associated
2011-03-07 07:49:00,F,K,O,M,associated
2011-03-07 07:59:00,E,K,C,M,associated
2011-03-07 19:43:00,E,A,C,M,associated
2011-03-07 21:45:00,E,K,I,M,associated
2011-03-08 10:35:00,D,S,O,M,associated
2011-03-09 10:35:00,E,K,C,M,associated
2011-03-09 13:17:00,E,K,C,M,associated
2011-03-12 04:33:00,E,A,C,M,associated
2011-03-15 00:18:00,D,H,C,M,associated
2011-03-23 02:03:00,D,H,O,M,associated
2011-03-24 12:01:00,E,K,I,M,associated
2011-03-25 23:08:00,E,H,C,M,associated
2011-04-22 04:35:00,D,A,C,M,associated
2011-05-28 21:09:00,D,A,O,M,associated
2011-05-29 10:08:00,D,K,I,M,associated
2011-06-07 06:16:00,D,S,O,M,associated
2011-07-30 02:04:00,E,S,I,M,associated
2011-08-02 05:19:00,E,K,C,M,associated
2011-08-03 03:08:00,D,A,O,M,associated
2011-08-03 04:29:00,E,H,I,M,associated
2011-08-03 13:17:00,D,A,O,M,associated
2011-08-04 03:41:00,D,A,O,M,associated
2011-08-09 03:19:00,E,H,C,M,associated
2011-09-07 22:32:00,E,A,I,X,associated
2011-09-09 06:01:00,C,K,O,M,associated
2011-09-22 09:53:00,H,A,X,M,associated
2011-09-22 10:29:00,H,A,X,X,associated
2011-09-23 01:47:00,E,A,C,M,associated
2011-09-23 21:54:00,E,S,C,M,associated
2011-09-23 23:48:00,E,H,C,M,associated
2011-09-24 12:33:00,E,H,C,M,associated
2011-09-24 21:23:00,C,S,O,M,associated
2011-09-24 23:45:00,C,S,O,M,associated
2011-09-25 02:27:00,F,H,C,M,associated
2011-09-25 04:31:00,E,K,C,M,associated
2011-09-25 08:46:00,E,K,C,M,associated
2011-09-25 09:25:00,C,S,O,M,associated
2011-09-25 15:26:00,E,K,C,M,associated
2011-09-25 16:51:00,E,K,C,M,associated
2011-09-28 13:24:00,F,K,C,M,associated
2011-10-02 00:37:00,D,S,O,M,associated
2011-10-02 17:19:00,F,K,I,M,associated
2011-11-02 21:52:00,E,K,C,M,associated
2011-11-03 10:58:00,E,K,C,M,associated
2011-11-04 20:31:00,E,K,C,M,associated
2011-11-05 11:10:00,F,K,C,M,associated
2011-11-05 20:31:00,F,K,C,M,associated
2011-11-06 00:46:00,F,K,C,M,associated
2011-11-15 09:03:00,C,S,O,M,associated
2011-11-15 12:30:00,D,S,O,M,associated
2011-11-15 22:27:00,D,S,O,M,associated
2011-12-25 18:11:00,D,S,O,M,associated
2011-12-26 20:12:00,D,A,I,M,associated
2011-12-29 13:40:00,C,A,I,M,associated
2011-12-29 21:43:00,E,K,C,M,associated
2011-12-31 13:09:00,E,H,C,M,associated
2011-12-31 16:16:00,E,H,C,M,associated
2012-01-18 19:04:00,E,H,C,M,associated
2012-01-19 13:44:00,D,K,O,M,associated
2012-03-06 00:22:00,D,K,C,M,associated
2012-03-06 04:01:00,D,K,C,M,associated
2012-03-06 12:23:00,E,K,C,M,associated
2012-03-06 22:49:00,D,K,C,M,associated
2012-03-07 00:02:00,D,K,C,X,associated
2012-03-07 01:05:00,C,S,I,X,associated
2012-03-14 15:08:00,C,A,I,M,associated
2012-03-17 20:32:00,C,S,O,M,associated
2012-05-05 13:19:00,D,K,O,M,associated
2012-05-07 14:03:00,C,H,O,M,associated
2012-05-08 13:02:00,F,K,C,M,associated
2012-05-09 12:21:00,F,K,C,M,associated
2012-05-09 14:02:00,F,K,C,M,associated
2012-05-10 04:11:00,F,K,C,M,associated
2012-05-17 01:25:00,C,H,O,M,associated
2012-06-14 12:52:00,E,K,O,M,associated
2012-06-28 16:07:00,C,A,O,M,associated
2012-06-29 09:13:00,D,A,O,M,associated
2012-07-02 00:26:00,A,X,O,M,associated
2012-07-02 19:59:00,E,A,C,M,associated
2012-07-02 23:49:00,C,H,O,M,associated
2012-07-04 04:28:00,F,S,C,M,associated
2012-07-04 14:35:00,H,K,C,M,associated
2012-07-04 16:33:00,C,K,O,M,associated
2012-07-05 01:05:00,E,K,C,M,associated
2012-07-05 06:49:00,D,S,O,M,associated
2012-07-05 10:44:00,E,K,C,M,associated
2012-07-05 11:39:00,E,K,C,M,associated
2012-07-06 01:37:00,F,H,C,M,associated
2012-07-06 02:44:00,D,K,O,M,associated
2012-07-06 10:24:00,E,K,I,M,associated
2012-07-06 13:26:00,H,S,X,M,associated
2012-07-08 05:41:00,F,K,O,M,associated
2012-07-08 12:06:00,E,K,C,M,associated
2012-07-08 16:23:00,H,S,X,M,associated
2012-07-10 04:58:00,F,K,C,M,associated
2012-07-10 06:05:00,F,K,C,M,associated
2012-07-12 15:37:00,C,R,O,X,associated
2012-07-14 04:51:00,E,A,C,M,associated
2012-07-17 12:03:00,C,K,O,M,associated
2012-07-29 06:15:00,F,K,O,M,associated
2012-07-30 15:39:00,D,H,O,M,associated
2012-08-11 11:55:00,H,A,X,M,associated
2012-08-18 00:24:00,H,H,X,M,associated
2012-08-18 16:02:00,C,A,O,M,associated
2012-08-18 22:46:00,C,S,O,M,associated
2012-08-18 23:15:00,C,S,O,M,associated
2012-11-21 06:45:00,E,A,C,M,associated
2013-03-05 07:47:00,D,A,I,M,associated
2013-04-11 06:55:00,E,S,I,M,associated
2013-05-02 04:58:00,F,A,C,M,associated
2013-05-16 21:36:00,D,A,I,M,associated
2013-05-17 08:43:00,E,S,I,M,associated
2013-06-21 02:30:00,C,S,O,M,associated
2013-08-12 10:21:00,D,K,C,M,associated
2013-08-17 18:49:00,D,K,O,M,associated
2013-10-13 00:12:00,D,A,C,M,associated
2013-10-15 23:31:00,D,S,O,M,associated
2013-10-22 00:14:00,E,K,C,M,associated
2013-10-22 14:49:00,E,K,C,M,associated
2013-10-22 21:15:00,E,K,C,M,associated
2013-10-24 00:21:00,D,K,C,M,associated
2013-10-25 09:43:00,D,S,O,M,associated
2013-10-25 20:54:00,D,A,O,M,associated
2013-10-26 05:59:00,C,A,O,M,associated
2013-10-26 10:48:00,C,A,O,M,associated
2013-10-27 12:36:00,B,X,O,M,associated
2013-10-28 14:00:00,E,K,I,M,associated
2013-10-28 14:46:00,D,K,O,M,associated
2013-10-28 15:07:00,D,K,O,M,associated
2013-11-01 19:46:00,E,A,C,M,associated
2013-11-02 22:13:00,F,A,C,M,associated
2013-11-03 05:16:00,D,A,C,M,associated
2013-11-05 08:12:00,E,K,C,M,associated
2013-11-05 22:07:00,E,K,C,X,associated
2013-11-06 13:39:00,E,K,C,M,associated
2013-11-07 03:34:00,E,H,C,M,associated
2013-11-07 14:15:00,E,K,C,M,associated
2013-11-08 04:20:00,E,H,C,X,associated
2013-11-08 09:22:00,D,A,O,M,associated
2013-11-15 02:20:00,D,K,O,M,associated
2013-11-17 05:06:00,D,S,I,M,associated
2013-12-07 07:17:00,C,S,O,M,associated
2013-12-22 08:05:00,F,H,C,M,associated
2013-12-22 08:33:00,F,H,C,M,associated
2013-12-22 14:24:00,E,K,C,M,associated
2013-12-22 15:06:00,E,K,C,M,associated
2013-12-22 21:23:00,E,K,C,M,associated
2013-12-29 07:49:00,E,A,C,M,associated
